severity,severity_multiplier,file,L_gain,K_poisson,sigma_A,psnr_model,ssim_model,psnr_classical,ssim_classical,model_output_finite
1.5x,1.5,002711.npy,19.5468347897133,20.710448951067807,0.0227103659077527,17.817708320010464,0.20553705539618577,14.673098484022658,0.1468567076845751,True
1.5x,1.5,002170.npy,19.5468347897133,20.710448951067807,0.0227103659077527,18.57085192114382,0.24627521577524644,15.9385282229284,0.18217026107069556,True
1.5x,1.5,002422.npy,19.5468347897133,20.710448951067807,0.0227103659077527,16.657281238598117,0.500415591699126,14.691967305829063,0.4340302213825993,True
1.5x,1.5,000916.npy,19.5468347897133,20.710448951067807,0.0227103659077527,15.612926639530558,0.322659203175771,14.128771983551047,0.3134958335158839,True
1.5x,1.5,002756.npy,19.5468347897133,20.710448951067807,0.0227103659077527,17.655264349114102,0.3628754298659029,15.283052572167913,0.3286937580067438,True
1.5x,1.5,000223.npy,19.5468347897133,20.710448951067807,0.0227103659077527,18.0056037141578,0.46196069159430053,15.322816171406494,0.35758093137435354,True
1.5x,1.5,000605.npy,19.5468347897133,20.710448951067807,0.0227103659077527,19.339116862649846,0.2178513851576891,17.485819577848183,0.1919765012691266,True
1.5x,1.5,004644.npy,19.5468347897133,20.710448951067807,0.0227103659077527,17.743745100481505,0.2771204392208021,14.747759488468828,0.1934006141884112,True
1.5x,1.5,003700.npy,19.5468347897133,20.710448951067807,0.0227103659077527,18.5359483090936,0.1278859493198271,15.549919996629507,0.07865839014279243,True
1.5x,1.5,002855.npy,19.5468347897133,20.710448951067807,0.0227103659077527,17.830691255937104,0.20002541260223447,14.88678347152277,0.16315965333619772,True
1.5x,1.5,002272.npy,19.5468347897133,20.710448951067807,0.0227103659077527,16.769050516534637,0.31978347262797535,14.39499818775605,0.257754799325973,True
