file,psnr,ssim,lpips
004087.npy,24.339334950823744,0.5908849506891314,0.15070298314094543
004126.npy,26.42843541322909,0.7620073941348809,0.12639792263507843
004127.npy,25.15033567130835,0.7383439293300659,0.11246252804994583
004449.npy,30.489233781474077,0.8296922331031263,0.12539592385292053
004489.npy,27.650345411706194,0.7893348757411744,0.1234339103102684
004663.npy,27.787628511338163,0.7418844870649576,0.0861489474773407
004734.npy,24.025257233063158,0.7416416727564707,0.14750336110591888
004749.npy,24.35207410496605,0.7850249411382229,0.1277257204055786
004753.npy,31.91078449725746,0.8016262294528484,0.05243150517344475
004766.npy,31.98214481970824,0.8924728990349621,0.06773144006729126
000058.npy,19.784314098802188,0.5015241863909587,0.23387274146080017
000095.npy,24.262762211424878,0.33084552014685104,0.20232173800468445
000113.npy,21.513739379686285,0.6207468121966939,0.15671586990356445
000139.npy,21.575521348979393,0.4506648942238715,0.18168441951274872
000152.npy,21.16543576306661,0.6211032234295971,0.19541580975055695
000285.npy,20.23894585488694,0.46916801297783084,0.20103013515472412
000358.npy,22.957005359647695,0.5845410783182342,0.17136970162391663
000368.npy,20.79648627205134,0.3645533314329841,0.23849785327911377
000377.npy,23.39346193641549,0.6943343980137948,0.14922384917736053
000400.npy,19.648082281745047,0.2786816635145947,0.13658206164836884
000455.npy,25.272879823375124,0.4144344618319385,0.21763895452022552
000473.npy,20.59922665903637,0.38062860690979056,0.20826029777526855
000483.npy,22.910726952731018,0.41389621121524045,0.20054304599761963
000501.npy,21.795027911484635,0.6251365290636087,0.14014166593551636
000528.npy,24.43001364705769,0.57338588093948,0.17283399403095245
000533.npy,25.93996890823622,0.4913857668775916,0.10518473386764526
000624.npy,24.103483753934825,0.47337766088438593,0.1501392275094986
000646.npy,22.455661196765526,0.2980483417650662,0.15404227375984192
000666.npy,20.68140852849251,0.42678916518826304,0.18927887082099915
000675.npy,23.012212717160445,0.48552720064398985,0.18935130536556244
000688.npy,19.11189201670248,0.3487781519902558,0.269889235496521
000751.npy,22.144098580402208,0.5725587634339333,0.18692180514335632
000839.npy,22.759567889718802,0.3251651550470167,0.17996473610401154
000842.npy,24.006938933677567,0.356537767504611,0.20786288380622864
001005.npy,24.10795046433519,0.4659423384084813,0.13960976898670197
001012.npy,21.8898913703002,0.41298091424596917,0.2506266236305237
001094.npy,21.257999255692575,0.4347963703930252,0.24366027116775513
001135.npy,21.810152535341306,0.41241870573815714,0.20928966999053955
001139.npy,20.455525837930928,0.4031948373982066,0.2028713971376419
001184.npy,22.351225638275523,0.5989397140783239,0.1987002193927765
001189.npy,20.133379228493204,0.397531287079795,0.2387431114912033
001217.npy,21.123998540097958,0.6641962599210665,0.15816280245780945
001296.npy,20.87199520156958,0.4140211291276147,0.2324937880039215
001297.npy,20.99618403016486,0.4609840491424473,0.18083079159259796
001329.npy,21.474094321201612,0.6221187294391615,0.16333875060081482
001379.npy,22.530198995765573,0.5976452215440858,0.16416695713996887
001444.npy,20.234359401540832,0.46297948779143233,0.19740372896194458
001482.npy,19.88781937903401,0.48096844914441866,0.21601596474647522
001488.npy,22.613495694605447,0.5856396063829127,0.22356975078582764
001570.npy,21.190547711445056,0.4250905097972264,0.20084312558174133
001634.npy,22.096134784212115,0.612269106428206,0.192120760679245
001649.npy,26.597032990375773,0.4887780813202483,0.11525116115808487
001673.npy,22.77328683676268,0.3324133910574531,0.17758910357952118
001692.npy,22.716918741585552,0.6894503064224072,0.15157586336135864
001714.npy,21.31689673060968,0.35980520062802523,0.2155003398656845
001762.npy,20.466123140872405,0.6120377795807623,0.1613093912601471
001778.npy,23.880536138152596,0.30195826045123975,0.14875420928001404
002049.npy,29.763874519793305,0.7143756844081431,0.08167273551225662
002159.npy,28.39756831333517,0.6145941381446868,0.13703382015228271
002169.npy,26.430779852965994,0.6289082543478086,0.14178314805030823
002170.npy,27.048302591552815,0.6626548304378153,0.12738941609859467
002198.npy,21.684154328416632,0.42862325515151445,0.19628039002418518
002310.npy,20.595263851465905,0.40292586973994693,0.22511927783489227
002342.npy,28.694370075244105,0.5312383825860023,0.09175489842891693
002346.npy,22.14529140188782,0.30816888931470154,0.1729603409767151
002348.npy,24.377139585595597,0.3489183854192123,0.1717677116394043
002380.npy,31.070437221276173,0.7519399653166682,0.13881352543830872
002433.npy,23.868649151866816,0.49090602469845224,0.14776486158370972
002534.npy,21.531713590595302,0.3294924988059858,0.18895083665847778
002566.npy,23.286588905417,0.4115828950900417,0.1885983645915985
002619.npy,23.124933037670033,0.7670637645689873,0.08103418350219727
002633.npy,23.325430641910593,0.5376853627274201,0.24677491188049316
002647.npy,20.68513221421349,0.3632276219438425,0.20375902950763702
002656.npy,21.647911811230458,0.34489483708051427,0.2033213973045349
002965.npy,26.975356423321003,0.823564974954009,0.09670453518629074
003038.npy,20.422610165572923,0.2633296902412423,0.14464080333709717
003068.npy,28.81330617339005,0.690560459798023,0.1961778700351715
003134.npy,30.70139893668669,0.6441179260947109,0.1889835000038147
003428.npy,23.38067974113896,0.4021088830297126,0.14097833633422852
