file,cluster,psnr,ssim,lpips,composite
002619.npy,6,23.02235360306546,0.7629019544311613,0.1111128106713295,0.7288709057658429
002633.npy,6,23.321798459527727,0.5190111819432559,0.30055922269821167,0.591079507737853
002647.npy,6,20.657703507793745,0.32067246212459694,0.2749025225639343,0.474316724471193
002656.npy,6,21.45721770880385,0.3228558064273745,0.22479674220085144,0.5095134149378154
002965.npy,6,26.51220753136343,0.8112904965054393,0.07725822925567627,0.8338375897802195
003038.npy,6,20.075456829790106,0.24221460452333254,0.18050318956375122,0.4666917345374183
003068.npy,6,28.34422144467102,0.6588000334631353,0.24323393404483795,0.7683936207987885
003134.npy,6,29.661785632907787,0.5785082911237478,0.30110621452331543,0.7516181507092059
003428.npy,6,23.16028327227505,0.38797948939069204,0.14073775708675385,0.5970868723740916
003505.npy,6,22.14103425265378,0.5616065086351685,0.26654839515686035,0.5903756878850756
003541.npy,6,21.98924311015551,0.3006742116434523,0.2779632806777954,0.4962201572142303
